"SpeciesCategory","cohort","Source","ProcDate","Lengthmm","Weightg","Phenosex","PhenoSex","Maturity","Comments"
"Fry",2008,,2009-07-03,77.92,6.81,,,,"processed in lab 5/7/9-fish from freezer-flood of 3/7/09 - frozen"
"Fry",2008,,2009-07-03,85.8,9.46,,,,"processed in lab 5/7/9-fish from freezer-flood of 3/7/09 - frozen"
"Fry",2008,,2009-07-03,93.95,10.68,,,,"processed in lab 5/7/9-fish from freezer-flood of 3/7/09 - frozen"
"Fry",2008,,2009-07-03,82.94,7.79,,,,"processed in lab 5/7/9-fish from freezer-flood of 3/7/09 - frozen"
"Fry",2008,,2009-07-03,75.81,6.1,,,,"processed in lab 5/7/9-fish from freezer-flood of 3/7/09 - frozen"
"Fry",2008,,2009-07-03,95.99,13.33,,,,"processed in lab 5/7/9-fish from freezer-flood of 3/7/09 - frozen"
"Fry",2008,,2009-07-03,87.32,9.33,,,,"processed in lab 5/7/9-fish from freezer-flood of 3/7/09 - frozen"
"Fry",2008,,2009-07-03,97.61,11.88,,,,"processed in lab 5/7/9-fish from freezer-flood of 3/7/09 - frozen"
"0",1999,"File1",1999-07-27,52,1.5,,,,
"0",2000,"File1",2000-07-20,56,1.6,,,,
"0",2000,"File1",2000-07-20,55,1.5,,,,
"0",2000,"File1",2000-08-03,51,1.8,,,,
"0",2000,"File1",2000-08-03,44,2,,,,
"1",2001,"File2",2002-07-30,98,11.2,,,,
"0",2003,"File2",2003-07-21,48,1.2,,,,
"0",2003,"File2",2003-07-21,55,1.9,,,,
"0",2003,"File2",2003-07-21,51,1.5,,,,
"0",2003,"File2",2003-07-25,57,2.4,,,,
"0",2003,"File2",2003-07-25,56,1.8,,,,
"0",2003,"File2",2003-07-28,54,1.7,,,,
"0",2003,"File2",2003-07-30,51,1.6,,,,
"0",2003,"File2",2003-07-30,51,1.6,,,,
"0",2003,"File2",2003-07-30,51,1.6,,,,
"0",2003,"File2",2003-07-30,62,3.2,,,,
"0",2003,"File2",2003-07-31,55,2.4,,,,
"0",2003,"File2",2003-08-01,55,1.8,,,,
"0",2003,"File2",2003-08-05,56,1.8,,,,
"0",2003,"File2",2003-08-05,58,2,,,,
"",2016,,2017-07-24,103,13,,"","",""
"1",1997,"File1",1998-08-10,132,25.7,,,,
"1",1997,"File1",1998-08-10,131,25.1,,,,
"1",1997,"File1",1998-08-10,127,21.3,,,,
"1",1997,"File1",1998-08-10,129,23.2,,,,
"1",1997,"File1",1998-08-10,117,17.1,,,,
"1",1997,"File1",1998-08-10,124,20.4,,,,
"1",1997,"File1",1998-08-10,127,21.2,,,,
"1",1997,"File1",1998-08-10,114,17.8,,,,
"1",1997,"File1",1998-08-10,129,22.7,,,,
"1",1997,"File1",1998-08-17,127,25,,,,
"1",1997,"File1",1998-08-17,132,27.3,,,,
"1",1997,"File1",1998-08-17,114,15.9,,,,
"1",1997,"File1",1998-08-17,119,18.6,,,,
"1",1997,"File1",1998-08-17,117,17,,,,
"1",1997,"File1",1998-08-18,122,21.5,,,,
"1",1997,"File1",1998-08-20,121,19.6,,,,
"1",1997,"File1",1998-08-25,117,16.5,,,,
"1",1997,"File1",1998-08-25,123,18.9,,,,
"1",1997,"File1",1998-08-27,127,19.5,,,,
"0",1999,"File1",1999-08-23,72,4.1,,,,
"0",1999,"File1",1999-08-23,72,4.2,,,,
"1",2001,"File2",2002-08-11,118,18,,,,
"1",2001,"File2",2002-08-11,103,12.7,,,,
"1",2001,"File2",2002-08-12,110,13.5,,,,
"1",2001,"File2",2002-08-13,102,11.8,,,,
"1",2001,"File2",2002-08-30,120,19.6,,,,
"1",2001,"File2",2002-08-30,108,15.6,,,,
"0",2003,"File2",2003-08-19,65,3.1,,,,
"0",2003,"File2",2003-08-19,67,3.2,,,,
"0",2003,"File2",2003-08-19,69,3.2,,,,
"0",2003,"File2",2003-08-19,69,3.7,,,,
"0",2003,"File2",2003-08-19,69,3.5,,,,
"0",2003,"File2",2003-08-19,58,2.2,,,,
"0",2003,"File2",2003-08-19,67,2.7,,,,
"0",2003,"File2",2003-08-19,55,1.9,,,,
"0",2003,"File2",2003-08-19,50,1.5,,,,
"0",2003,"File2",2003-08-20,75,4.1,,,,
"0",2003,"File2",2003-08-22,58,2.3,,,,
"0",2003,"File2",2003-08-22,53,1.7,,,,
"0",2003,"File2",2003-08-22,74,4.5,,,,
"1",2003,"File2",2004-08-25,136,31.5,,,,
"1",2003,"File2",2004-08-27,134,25.8,,,,
"Parr",2008,,2009-08-20,100,11.6,,,,
"",2016,,2017-08-17,88,7.2,,"","",""
"",2016,,2017-08-21,103,11.6,,"","",""
"1",1997,"File1",1998-09-01,125,21.7,,,,
"1",1997,"File1",1998-09-02,126,20.4,,,,
"1",1997,"File1",1998-09-02,115,18,,,,
"1",1997,"File1",1998-09-10,129,21.3,,,,
"1",1997,"File1",1998-09-10,121,19.5,,,,
"1",1997,"File1",1998-09-11,121,,,,,
"1",1997,"File1",1998-09-11,123,,,,,
"1",1997,"File1",1998-09-11,111,,,,,
"1",1997,"File1",1998-09-11,123,,,,,
"1",2001,"File2",2002-09-02,106,13.4,,,,
"1",2001,"File2",2002-09-02,96,11.5,,,,
"0",2003,"File2",2003-09-01,56,1.9,,,,
"0",2003,"File2",2003-09-01,68,3.4,,,,
"0",2003,"File2",2003-09-01,63,2.7,,,,
"0",2003,"File2",2003-09-01,65,2.9,,,,
"0",2003,"File2",2003-09-08,56,2,,,,
"0",2003,"File2",2003-09-08,64,2.7,,,,
"0",2003,"File2",2003-09-08,70,4,,,,
"0",2003,"File2",2003-09-08,79,5.1,,,,
"0",2003,"File2",2003-09-09,67,3.2,,,,
"0",2003,"File2",2003-09-09,70,3.8,,,,
"0",2003,"File2",2003-09-10,73,4.2,,,,
"0",2003,"File2",2003-09-10,70,3.6,,,,
"0",2003,"File2",2003-09-10,75,4.5,,,,
"0",2003,"File2",2003-09-10,66,3.3,,,,
"0",2003,"File2",2003-09-11,77,5.1,,,,
"0",2003,"File2",2003-09-11,58,2,,,,
"0",2003,"File2",2003-09-11,70,3.8,,,,
"0",2003,"File2",2003-09-11,73,4.2,,,,
"0",2003,"File2",2003-09-11,67,3.4,,,,
"0",2003,"File2",2003-09-11,60,2.7,,,,
"0",2003,"File2",2003-09-11,62,3,,,,
"0",2003,"File2",2003-09-11,65,3.3,,,,
"0",2003,"File2",2003-09-11,65,2.9,,,,
"0",2003,"File2",2003-09-11,63,2.7,,,,
"0",2003,"File2",2003-09-12,64,3,,,,
"0",2003,"File2",2003-09-12,74,4.5,,,,
"0",2003,"File2",2003-09-12,80,5.5,,,,
"0",2003,"File2",2003-09-12,63,2.8,,,,
"0",2003,"File2",2003-09-12,73,4.4,,,,
"0",2003,"File2",2003-09-12,73,4.6,,,,
"0",2003,"File2",2003-09-12,73,4.3,,,,
"0",2003,"File2",2003-09-12,70,3.6,,,,
"0",2003,"File2",2003-09-12,65,3.3,,,,
"0",2003,"File2",2003-09-12,57,2,,,,
"0",2003,"File2",2003-09-12,57,2.1,,,,
"0",2003,"File2",2003-09-12,66,3.1,,,,
"0",2003,"File2",2003-09-12,66,3.2,,,,
"0",2003,"File2",2003-09-12,57,2.1,,,,
"0",2003,"File2",2003-09-12,57,2.1,,,,
"0",2003,"File2",2003-09-12,58,2.1,,,,
"0",2003,"File2",2003-09-13,64,3.1,,,,
"0",2003,"File2",2003-09-13,65,4,,,,
"0",2003,"File2",2003-09-13,65,3,,,,
"0",2003,"File2",2003-09-13,56,2.1,,,,
"0",2003,"File2",2003-09-13,50,1.6,,,,
"0",2003,"File2",2003-09-13,69,3.8,,,,
"0",2003,"File2",2003-09-13,60,2.4,,,,
"0",2003,"File2",2003-09-13,54,1.9,,,,
"0",2003,"File2",2003-09-13,58,2.5,,,,
"0",2003,"File2",2003-09-13,57,2,,,,
"0",2003,"File2",2003-09-13,57,2.2,,,,
"0",2003,"File2",2003-09-13,63,2.8,,,,
"0",2003,"File2",2003-09-13,73,4.2,,,,
"0",2003,"File2",2003-09-13,54,2,,,,
"0",2003,"File2",2003-09-13,63,2.7,,,,
"0",2003,"File2",2003-09-14,56,2.4,,,,
"0",2003,"File2",2003-09-15,70,3.6,,,,
"0",2003,"File2",2003-09-15,65,3.1,,,,
"0",2003,"File2",2003-09-15,61,3.1,,,,
"0",2003,"File2",2003-09-15,60,2.7,,,,
"0",2003,"File2",2003-09-15,69,3.7,,,,
"0",2003,"File2",2003-09-16,69,3.8,,,,
"0",2003,"File2",2003-09-16,69,3.7,,,,
"0",2003,"File2",2003-09-17,61,2.5,,,,
"0",2003,"File2",2003-09-19,71,4.1,,,,
"0",2003,"File2",2003-09-19,68,3.4,,,,
"0",2003,"File2",2003-09-19,74,4.8,,,,
"0",2003,"File2",2003-09-19,64,3.2,,,,
"0",2003,"File2",2003-09-19,74,4.8,,,,
"0",2003,"File2",2003-09-19,65,3,,,,
"0",2003,"File2",2003-09-19,71,3.8,,,,
"0",2003,"File2",2003-09-19,70,3.6,,,,
"0",2003,"File2",2003-09-19,64,2.8,,,,
"0",2003,"File2",2003-09-19,63,2.9,,,,
"1",2003,"File2",2004-09-13,124,20.5,,,,
"1",2003,"File2",2004-09-13,129,24.6,,,,
"1",2003,"File2",2004-09-14,141,31.6,,,,
"1",2003,"File2",2004-09-14,120,21.3,,,,
"1",2003,"File2",2004-09-15,120,21.9,"F",,,
"1",2003,"File2",2004-09-16,120,19.6,"F",,,
"1",2003,"File2",2004-09-17,143,32.5,"F",,,
"1",2003,"File2",2004-09-17,122,20.3,"F",,,
"1",2003,"File2",2004-09-17,119,18.9,"F",,,
"1",2003,"File2",2004-09-17,135,31,"F",,,
"1",2003,"File2",2004-09-17,122,19.8,"F",,,
"1",2003,"File2",2004-09-17,120,18.9,"F",,,
"Parr",2008,,2009-09-04,114,13.26,,,,
,2008,,2009-09-09,109,14.16,,,,"tail clip only"
,2008,,2009-09-09,112,15.14,,,,"tail clip only"
,2008,,2009-09-09,120,18.55,,,,"tail clip only"
,2008,,2009-09-09,107,14.93,,,,"tail clip only"
,2008,,2009-09-09,97,10.59,,,,"tail clip only"
,2008,,2009-09-09,97,12.5,,,,"tail clip only"
,2008,,2009-09-09,102,11.44,,,,"tail clip only"
,2008,,2009-09-09,100,11.76,,,,"tail clip only"
,2008,,2009-09-09,104,12.4,,,,"tail clip only"
,2008,,2009-09-09,88,9.21,,,,"tail clip only"
,2008,,2009-09-09,88,7.73,,,,"tail clip only"
,2008,,2009-09-09,96,10.01,,,,"tail clip only"
"Parr",2008,,2009-09-08,104,13.22,,,,
"Parr",2008,,2009-09-08,93,9.02,,,,
"Parr",2008,,2009-09-08,101,12.68,,,,
"Parr",2008,,2009-09-08,111,17.48,,,,
,2008,,2009-09-14,110,13.73,,,,
,2008,,2009-09-14,106,12.72,,,,
,2008,,2009-09-18,106,12.37,,,,
"Parr",2008,,2009-09-21,107,13.18,,,,
"Parr",2008,,2009-09-21,105,11.76,,,,
"Parr",2008,,2009-09-02,99,1.079,,,,"Tail clip"
"",2016,,2017-09-10,119,18.1,,"","",""
"",2016,,2017-09-10,120,18.32,,"","",""
"Possible Hybrid",2016,,2017-09-11,92,8.2,,"","",""
"",2016,,2017-09-11,94,9.18,,"","",""
"",2016,,2017-09-11,98,10.5,,"","",""
"",2016,,2017-09-13,100,10.6,,"","",""
"",2016,,2017-09-13,105,12.92,,"","",""
"",2016,,2017-09-13,97,10.3,,"","",""
"",2016,,2017-09-14,119,13.8,,"","",""
"",2016,,2017-09-14,111,10.5,,"","",""
"",2016,,2017-09-14,94,9,,"","",""
"",2016,,2017-09-14,96,9.2,,"","",""
"",2016,,2017-09-14,91,7.7,,"","",""
"",2016,,2017-09-14,102,10.9,,"","",""
"",2016,,2017-09-15,105,13.5,,"","",""
"",2016,,2017-09-15,97,9.6,,"","",""
"0",1996,"File1",1996-09-22,75,4.4,,,,
"0",1996,"File1",1996-09-25,79,5.9,,,,
"0",1996,"File1",1996-09-25,81,4.9,,,,
"0",1996,"File1",1996-09-25,82,6,,,,
"0",1996,"File1",1996-10-12,80,5.3,,,,
"0",1999,"File1",1999-09-22,78,4.6,,,,
"0",1999,"File1",1999-09-22,75,4.6,,,,
"0",1999,"File1",1999-09-29,67,3.2,,,,
"0",1999,"File1",1999-09-29,68,3.3,,,,
"0",1999,"File1",1999-09-29,66,3.1,,,,
"0",1999,"File1",1999-09-29,65,3.2,,,,
"0",1999,"File1",1999-09-29,67,3.3,,,,
"0",1999,"File1",1999-09-29,71,4.1,,,,
"0",1999,"File1",1999-09-29,72,4.2,,,,
"0",1999,"File1",1999-09-29,73,4.6,,,,
"0",1999,"File1",1999-09-29,78,5,,,,
"0",1999,"File1",1999-09-29,73,4.1,,,,
"0",1999,"File1",1999-09-29,73,4.1,,,,
"0",1999,"File1",1999-09-29,66,3.3,,,,
"0",1999,"File1",1999-09-29,71,3.7,,,,
"0",1999,"File1",1999-09-29,67,3,,,,
"0",1999,"File1",1999-10-04,67,3.1,,,,
"0",1999,"File1",1999-10-04,63,2.5,,,,
"0",1999,"File1",1999-10-04,78,5.1,,,,
"0",1999,"File1",1999-10-04,71,4.4,,,,
"0",1999,"File1",1999-10-04,64,3.2,,,,
"0",1999,"File1",1999-10-07,68,3.3,,,,
"0",1999,"File1",1999-10-07,74,4.3,,,,
"0",1999,"File1",1999-10-07,72,4,,,,
"0",1999,"File1",1999-10-08,69,3.9,,,,
"1",2001,"File2",2002-10-03,110,14.1,,,,
"0",2001,"File2",2002-10-03,93,9,,,,
"1",2001,"File2",2002-10-07,110,15.1,,,,
"0",2001,"File2",2002-10-07,87,7,,,,
"1",2001,"File2",2002-10-09,130,26.1,,,,
"0",2001,"File2",2002-10-09,89,7.1,,,,
"0",2001,"File2",2002-10-09,90,9.8,,,,
"0",2001,"File2",2002-10-09,89,7.6,,,,
"1",2001,"File2",2002-10-10,113,15.6,,,,
"1",2001,"File2",2002-10-11,115,17.7,,,,
"1",2001,"File2",2002-10-11,116,17.8,,,,
"1",2001,"File2",2002-10-11,116,17.3,,,,
"0",2003,"File2",2003-09-23,58,2,,,,
"0",2003,"File2",2003-09-23,54,1.6,,,,
"0",2003,"File2",2003-09-23,68,3.2,,,,
"0",2003,"File2",2003-09-23,70,3.8,,,,
"0",2003,"File2",2003-09-23,71,4,,,,
"0",2003,"File2",2003-09-23,71,4,,,,
"0",2003,"File2",2003-09-23,81,5.4,,,,
"0",2003,"File2",2003-09-25,74,4.6,,,,
"0",2003,"File2",2003-09-25,62,2.4,,,,
"0",2003,"File2",2003-09-25,57,1.8,,,,
"0",2003,"File2",2003-09-25,66,3,,,,
"0",2003,"File2",2003-09-25,60,2.5,,,,
"0",2003,"File2",2003-09-25,64,3,,,,
"0",2003,"File2",2003-09-25,68,3.3,,,,
"0",2003,"File2",2003-09-26,61,2.9,,,,
"0",2003,"File2",2003-09-26,71,4.8,,,,
"0",2003,"File2",2003-09-26,68,3.3,,,,
"0",2003,"File2",2003-09-26,62,2.5,,,,
"0",2003,"File2",2003-09-26,72,4.1,,,,
"0",2003,"File2",2003-09-26,59,2.2,,,,
"0",2003,"File2",2003-09-29,61,2.4,,,,
"0",2003,"File2",2003-09-29,70,3.4,,,,
"0",2003,"File2",2003-09-29,76,4.2,,,,
"0",2003,"File2",2003-09-29,72,4.2,,,,
"0",2003,"File2",2003-09-30,70,3.6,,,,
"0",2003,"File2",2003-10-01,72,3.7,,,,
"0",2003,"File2",2003-10-01,67,3.1,,,,
"0",2003,"File2",2003-10-02,63,2.4,,,,
"0",2003,"File2",2003-10-06,74,4.5,,,,
"0",2003,"File2",2003-10-06,61,2.4,,,,
"0",2003,"File2",2003-10-06,62,2.3,,,,
"0",2003,"File2",2003-10-06,62,2.5,,,,
"0",2003,"File2",2003-10-06,70,3.6,,,,
"0",2003,"File2",2003-10-06,80,5.6,,,,
"0",2003,"File2",2003-10-06,67,3.1,,,,
"0",2003,"File2",2003-10-06,71,4.6,,,,
"0",2003,"File2",2003-10-06,79,4.8,,,,
"0",2003,"File2",2003-10-06,72,4.5,,,,
"0",2003,"File2",2003-10-06,74,4.1,,,,
"0",2003,"File2",2003-10-06,62,3.5,,,,
"0",2003,"File2",2003-10-06,77,4.8,,,,
"0",2003,"File2",2003-10-06,66,3.2,,,,
"0",2003,"File2",2003-10-06,64,3,,,,
"0",2003,"File2",2003-10-07,71,3.8,,,,
"0",2003,"File2",2003-10-07,67,3.3,,,,
"0",2003,"File2",2003-10-07,70,3.6,,,,
"0",2003,"File2",2003-10-07,60,2.7,,,,
"0",2003,"File2",2003-10-07,72,4.5,,,,
"0",2003,"File2",2003-10-07,78,5.1,,,,
"0",2003,"File2",2003-10-07,65,3.1,,,,
"0",2003,"File2",2003-10-07,66,3.2,,,,
"0",2003,"File2",2003-10-07,67,3.1,,,,
"0",2003,"File2",2003-10-07,67,3.7,,,,
"0",2003,"File2",2003-10-07,60,2.4,,,,
"0",2003,"File2",2003-10-07,62,3,,,,
"0",2003,"File2",2003-10-07,70,3.6,,,,
"0",2003,"File2",2003-10-07,59,2.1,,,,
"0",2003,"File2",2003-10-07,61,2.5,,,,
"0",2003,"File2",2003-10-08,76,4.6,,,,
"0",2003,"File2",2003-10-08,75,4.5,,,,
"0",2003,"File2",2003-10-08,66,3.1,,,,
"0",2003,"File2",2003-10-08,60,2.4,,,,
"0",2003,"File2",2003-10-08,69,3.3,,,,
"0",2003,"File2",2003-10-08,70,3.9,,,,
"0",2003,"File2",2003-10-08,70,3.7,,,,
"0",2003,"File2",2003-10-09,75,4.6,,,,
"0",2003,"File2",2003-10-09,70,3.8,,,,
"0",2003,"File2",2003-10-09,70,3.8,,,,
"0",2003,"File2",2003-10-09,73,4.1,,,,
"0",2003,"File2",2003-10-09,62,2.4,,,,
"0",2003,"File2",2003-10-09,79,5.2,,,,
"0",2003,"File2",2003-10-10,79,5.2,,,,
"0",2003,"File2",2003-10-10,82,5.8,,,,
"0",2003,"File2",2003-10-10,76,4.9,,,,
"0",2003,"File2",2003-10-11,59,2.1,,,,
"0",2003,"File2",2003-10-11,60,2.6,,,,
"0",2003,"File2",2003-10-13,69,3.8,,,,
"0",2003,"File2",2003-10-13,78,5.1,,,,
"1",2003,"File2",2004-09-27,135,28,,,,
"1",2003,"File2",2004-09-27,126,22,,,,
"1",2003,"File2",2004-10-06,124,20.9,,,,
"1",2003,"File2",2004-10-08,116,19.2,,,,
"1",2003,"File2",2004-10-11,135,24.4,,,,
"1",2003,"File2",2004-10-11,122,23.5,,,,
"Parr",2008,,2009-10-08,108,14.2,,,,"fin clip at electro"
"Parr",2008,,2009-10-08,99,10.98,,,,"NT"
"Parr",2008,,2009-10-08,92,8.08,,,,"NT"
"Parr",2008,,2009-10-08,94,8.67,,,,"NT"
"Parr",2008,,2009-10-08,101,10.4,,,,"NT"
"Parr",2008,,2009-10-08,112,14.05,,,,"NT"
"Parr",2008,,2009-10-08,101,11.33,,,,"NT"
"Parr",2008,,2009-10-08,96,8.8,,,,"NT"
"Parr",2008,,2009-10-08,95,8.82,,,,"NT"
"Parr",2008,,2009-10-08,104,11.22,,,,"NT"
"Parr",2008,,2009-10-08,110,13.4,,,,"NT"
"Parr",2008,,2009-10-08,123,18.66,,,,"NT"
"Parr",2008,,2009-10-08,109,12.6,,,,"NT"
"Parr",2008,,2009-10-08,97,9.8,,,,"NT"
"Parr",2008,,2009-10-08,97,9.2,,,,"NT"
"Fry",2008,,2009-09-24,100,14.5,,,,
"Fry",2008,,2009-09-24,98,11.5,,,,
"Fry",2008,,2009-09-24,88,7.3,,,,
"Fry",2008,,2009-09-24,96,10.4,,,,
"Fry",2008,,2009-09-24,98,11.2,,,,
"Fry",2008,,2009-09-24,102,11,,,,
"Fry",2008,,2009-09-24,92,8.7,,,,
"Fry",2008,,2009-09-24,107,15.2,,,,
"Fry",2008,,2009-09-24,103,12.8,,,,
"Fry",2008,,2009-09-24,97,9.8,,,,
"Fry",2008,,2009-09-24,89,7.5,,,,
"Fry",2008,,2009-09-24,103,11.3,,,,
"Fry",2008,,2009-09-24,96,9.1,,,,
"Fry",2008,,2009-09-24,93,9.8,,,,
"Fry",2008,,2009-09-24,94,10.6,,,,
"Fry",2008,,2009-09-24,96,9.8,,,,
"Fry",2008,,2009-09-24,102,11.4,,,,
"Fry",2008,,2009-09-24,97,10.2,,,,
"Fry",2008,,2009-09-24,97,9.7,,,,
"Fry",2008,,2009-09-24,92,8.2,,,,
"Fry",2008,,2009-09-24,109,13.1,,,,
"Fry",2008,,2009-09-24,95,9.8,,,,
"Fry",2008,,2009-09-24,92,8.4,,,,
"Fry",2008,,2009-09-24,96,9.1,,,,
"Fry",2008,,2009-09-23,89,8.5,,,,
"Fry",2008,,2009-09-24,91,9.7,,,,
"Fry",2008,,2009-09-24,98,9.8,,,,
"Fry",2008,,2009-09-24,89,9.5,,,,
"Fry",2008,,2009-09-24,96,9.7,,,,
"Fry",2008,,2009-09-24,94,8.3,,,,
"Fry",2008,,2009-09-24,94,8.7,,,,
"Fry",2008,,2009-09-24,101,14,,,,
"Fry",2008,,2009-09-24,92,8.2,,,,
"Parr",2008,,2009-09-24,100,12.8,,,,
"Fry",2008,,2009-09-24,87,7.7,,,,
"Fry",2008,,2009-09-24,112,15.5,,,,
"Fry",2008,,2009-09-24,94,9.8,,,,
"Fry",2008,,2009-09-24,104,12,,,,
"Fry",2008,,2009-09-24,98,11.5,,,,
"Fry",2008,,2009-09-24,99,13.2,,,,
"Fry",2008,,2009-09-24,98,13,,,,
"Parr",2008,,2009-09-24,101,11.3,,,,"recapture"
"Parr",2008,,2009-09-24,107,13.5,,,,
"Fry",2008,,2009-09-24,92,9.5,,,,
"Fry",2008,,2009-09-24,87,7.4,,,,
"Fry",2008,,2009-09-24,95,8.7,,,,
"Fry",2008,,2009-09-24,92,9.9,,,,
"Parr",2008,,2009-09-24,103,11.8,,,,
"Parr",2008,,2009-09-25,104,11.77,,,,
"Parr",2008,,2009-10-07,112,14.65,,,,
"Parr",2008,,2009-10-07,111,14.12,,,,
"Parr",2008,,2009-10-07,114,14.49,,,,
"Parr",2008,,2009-10-07,102,11.99,,,,
"Parr",2008,,2009-10-07,105,11.82,,,,
"Parr",2008,,2009-10-07,87,6.89,,,,
"Parr",2008,,2009-09-24,95,11.4,,,,
"Parr",2008,,2009-09-24,103,11.9,,,,
"Parr",2008,,2009-09-24,105,13.2,,,,
"Parr",2008,,2009-09-24,105,12.3,,,,
"Parr",2008,,2009-10-06,99,10.15,,,,
"Parr",2008,,2009-10-08,110,12.67,,,,
"Parr",2008,,2009-09-22,103,12.41,,,,
"Parr",2008,,2009-09-22,99,11.17,,,,
"Parr",2008,,2009-09-22,102,10.56,,,,
"Parr",2008,,2009-10-09,113,15.41,,,,"no tag"
"",2016,,2017-09-22,103,12,,"","",""
"",2016,,2017-09-27,99,10.86,,"","",""
"",2016,,2017-09-30,89,7.25,,"","",""
"",2016,,2017-09-27,108,14.22,,"","","PRECLIPPED"
"",2016,,2017-09-27,102,12.38,,"","","PRECLIPPED"
"",2016,,2017-09-28,99,10.31,,"","",""
"",2016,,2017-09-30,98,9.92,,"","",""
"1",1997,"File1",1998-10-19,124,18,,,,
"1",1997,"File1",1998-10-19,132,22.7,,,,
"1",1997,"File1",1998-10-19,126,20.5,,,,
"1",1997,"File1",1998-10-19,117,17.1,,,,
"0",1997,"File1",1998-10-19,96.65,8.63,,,,
"1",1997,"File1",1998-10-22,125,23.7,,,,
"0",1997,"File1",1998-10-22,87.8,7.92,,,,
"0",1997,"File1",1998-10-22,87.86,7.5,,,,
"0",1997,"File1",1998-10-22,87.69,7.19,,,,
"0",1997,"File1",1998-10-22,89.01,8.35,,,,
"0",1997,"File1",1998-10-27,91.22,8.95,,,,
"0",1997,"File1",1998-10-30,94.83,9.45,,,,
"1",1997,"File1",1998-10-30,122,20.9,,,,
"0",1997,"File1",1998-10-30,93.85,9.2,,,,
"1",1997,"File1",1998-10-30,124,20.2,,,,
"0",1997,"File1",1998-10-30,92.83,9.86,,,,
"0",1997,"File1",1998-10-30,91.64,9.16,,,,
"0",1997,"File1",1998-10-30,89.17,8.04,,,,
"0",1997,"File1",1998-10-30,91.49,8.24,,,,
"0",1997,"File1",1998-11-04,90.72,7.56,,,,
"1",1997,"File1",1998-11-04,108,13.1,,,,
"0",1999,"File1",1999-10-14,63,3.6,,,,
"0",1999,"File1",1999-10-18,75,4.4,,,,
"0",1999,"File1",1999-10-18,73,4.1,,,,
"0",1999,"File1",1999-10-19,74,3.9,,,,
"0",1999,"File1",1999-10-20,80,5.1,,,,
"0",1999,"File1",1999-10-27,65,4.6,,,,
"0",1999,"File1",1999-10-29,66,2.9,,,,
"0",1999,"File1",1999-10-29,64,2.7,,,,
"0",1999,"File1",1999-10-29,75,4.6,,,,
"0",1999,"File1",1999-11-04,68,3.2,,,,
"1",2001,"File2",2002-10-15,117,16.8,,,,
"1",2001,"File2",2002-10-15,112,13.7,,,,
"1",2001,"File2",2002-10-15,115,16.1,,,,
"1",2001,"File2",2002-10-15,110,13.1,,,,
"1",2001,"File2",2002-10-17,115,16.6,,,,
"1",2001,"File2",2002-10-17,120,18.2,,,,
"1",2001,"File2",2002-10-17,103,12.1,,,,
"1",2001,"File2",2002-10-17,97,9.4,,,,
"1",2001,"File2",2002-10-17,105,11.1,,,,
"1",2001,"File2",2002-10-17,125,20.7,,,,
"1",2001,"File2",2002-10-17,117,18.3,,,,
"1",2001,"File2",2002-10-17,105,13.1,,,,
"1",2001,"File2",2002-10-17,110,14.7,,,,
"1",2001,"File2",2002-10-17,117,18.2,,,,
"1",2001,"File2",2002-10-17,123,19.2,,,,
"1",2001,"File2",2002-10-17,119,17.5,,,,
"1",2001,"File2",2002-10-17,118,16.1,,,,
"1",2001,"File2",2002-10-17,116,12.8,,,,
"1",2001,"File2",2002-10-17,103,12.3,,,,
"1",2001,"File2",2002-10-17,98,11.4,,,,
"1",2001,"File2",2002-10-17,103,12.4,,,,
"1",2001,"File2",2002-10-17,106,13.9,,,,
"1",2001,"File2",2002-10-17,110,15.2,,,,
"1",2001,"File2",2002-10-17,104,11.4,,,,
"1",2001,"File2",2002-10-17,110,12.1,,,,
"1",2001,"File2",2002-10-20,110,16.6,,,,
"1",2001,"File2",2002-10-20,104,12.3,,,,
"1",2001,"File2",2002-10-20,106,13.3,,,,
"0",2001,"File2",2002-10-20,95,8.7,,,,
"1",2001,"File2",2002-10-21,108,15.2,,,,
"1",2001,"File2",2002-10-21,110,15.9,,,,
"0",2001,"File2",2002-10-21,90,8.4,,,,
"0",2001,"File2",2002-10-23,96,10.1,,,,
"0",2001,"File2",2002-10-23,94,8.8,,,,
"1",2001,"File2",2002-10-24,112,16.8,,,,
"1",2001,"File2",2002-10-24,108,13.1,,,,
"1",2001,"File2",2002-10-24,103,11.4,,,,
"0",2001,"File2",2002-10-24,91,8.4,,,,
"0",2001,"File2",2002-10-24,91,8.4,,,,
"1",2001,"File2",2002-10-25,110,15.3,,,,
"1",2001,"File2",2002-10-25,100,11.1,,,,
"1",2001,"File2",2002-10-25,103,12.4,,,,
"0",2001,"File2",2002-10-25,90,7.9,,,,
"0",2001,"File2",2002-10-27,92,8.2,,,,
"0",2001,"File2",2002-10-29,89,7.5,,,,
"0",2001,"File2",2002-10-29,93,8.5,,,,
"0",2001,"File2",2002-10-29,89,7.8,,,,
"0",2001,"File2",2002-10-29,90,8.1,,,,
"0",2001,"File2",2002-10-29,88,7.7,,,,
"0",2001,"File2",2002-10-29,95,9.8,,,,
"0",2001,"File2",2002-10-30,90,7.6,,,,
"0",2001,"File2",2002-10-30,88,6.6,,,,
"0",2001,"File2",2002-10-30,90,8.2,,,,
"0",2001,"File2",2002-11-04,90,7.5,,,,
